Date,Open,High,Low,Close,Adj Close,Volume
2017-08-18,7.823400,7.824300,7.821310,7.823000,7.823000,0
2017-08-21,7.822740,7.825250,7.821770,7.822740,7.822740,0
2017-08-22,7.823080,7.826720,7.823080,7.823090,7.823090,0
2017-08-23,7.825510,7.826800,7.824580,7.826100,7.826100,0
2017-08-24,7.824980,7.826000,7.823100,7.824410,7.824410,0
2017-08-25,7.823510,7.825910,7.820630,7.823010,7.823010,0
2017-08-28,7.820600,7.824480,7.820000,7.820700,7.820700,0
2017-08-29,7.823300,7.824650,7.822620,7.823280,7.823280,0
2017-08-30,7.823680,7.826450,7.823650,7.823680,7.823680,0
2017-08-31,7.824060,7.826660,7.823180,7.824700,7.824700,0
2017-09-01,7.824560,7.825900,7.823200,7.825000,7.825000,0
2017-09-04,7.824090,7.825500,7.823430,7.824110,7.824110,0
2017-09-05,7.824440,7.825700,7.823530,7.825000,7.825000,0
2017-09-06,7.824970,7.825600,7.823430,7.824970,7.824970,0
2017-09-07,7.824380,7.825900,7.810850,7.824470,7.824470,0
2017-09-08,7.811900,7.812900,7.793750,7.812500,7.812500,0
2017-09-11,7.811170,7.816000,7.810210,7.811780,7.811780,0
2017-09-12,7.812600,7.815080,7.809950,7.812040,7.812040,0
2017-09-13,7.812340,7.813100,7.809920,7.812340,7.812340,0
2017-09-14,7.811020,7.812900,7.810400,7.811500,7.811500,0
2017-09-15,7.812050,7.818000,7.810550,7.813400,7.813400,0
2017-09-18,7.817800,7.818200,7.814680,7.817240,7.817240,0
2017-09-19,7.816220,7.816900,7.795740,7.816100,7.816100,0
2017-09-20,7.803920,7.808740,7.796400,7.803840,7.803840,0
2017-09-21,7.800200,7.807100,7.799570,7.800500,7.800500,0
2017-09-22,7.803940,7.809700,7.803940,7.803910,7.803910,0
2017-09-25,7.809000,7.814700,7.807810,7.808690,7.808690,0
2017-09-26,7.813200,7.814800,7.809800,7.813150,7.813150,0
2017-09-27,7.811660,7.813700,7.804170,7.811660,7.811660,0
2017-09-28,7.809090,7.812320,7.806000,7.808580,7.808580,0
2017-09-29,7.809090,7.811900,7.808700,7.810700,7.810700,0
2017-10-02,7.809090,7.812300,7.808400,7.809090,7.809090,0
2017-10-03,7.809090,7.813000,7.809090,7.810300,7.810300,0
2017-10-04,7.811120,7.811400,7.805360,7.811080,7.811080,0
2017-10-05,7.806700,7.809500,7.806300,7.806780,7.806780,0
2017-10-06,7.808700,7.809600,7.804100,7.808800,7.808800,0
2017-10-09,7.805000,7.806250,7.802500,7.804900,7.804900,0
2017-10-10,7.805150,7.805300,7.802500,7.805180,7.805180,0
2017-10-11,7.803590,7.805900,7.802300,7.804000,7.804000,0
2017-10-12,7.805300,7.808800,7.803800,7.805230,7.805230,0
2017-10-13,7.807500,7.808500,7.806340,7.807580,7.807580,0
2017-10-16,7.806270,7.810200,7.805400,7.806400,7.806400,0
2017-10-17,7.807990,7.809500,7.805990,7.808000,7.808000,0
2017-10-18,7.808100,7.808500,7.806600,7.807900,7.807900,0
2017-10-19,7.807800,7.808700,7.798180,7.807700,7.807700,0
2017-10-20,7.800370,7.804230,7.800100,7.800390,7.800390,0
2017-10-23,7.801800,7.804030,7.801000,7.801700,7.801700,0
2017-10-24,7.800900,7.805700,7.798400,7.800530,7.800530,0
2017-10-25,7.803700,7.805590,7.800140,7.803850,7.803850,0
2017-10-26,7.802430,7.803700,7.800730,7.803300,7.803300,0
2017-10-27,7.801070,7.804700,7.801070,7.801230,7.801230,0
2017-10-30,7.803000,7.804100,7.798700,7.802900,7.802900,0
2017-10-31,7.799200,7.802300,7.798400,7.799300,7.799300,0
2017-11-01,7.800800,7.803400,7.800300,7.800750,7.800750,0
2017-11-02,7.801000,7.802800,7.799780,7.801000,7.801000,0
2017-11-03,7.802200,7.804700,7.801250,7.802400,7.802400,0
2017-11-06,7.801900,7.803300,7.801400,7.801850,7.801850,0
2017-11-07,7.801200,7.804400,7.801100,7.801300,7.801300,0
