Date,Open,High,Low,Close,Adj Close,Volume
2017-08-18,1141.880005,1143.880005,1137.510010,1140.479980,1140.479980,0
2017-08-21,1138.550049,1139.849976,1136.150024,1139.060059,1139.060059,0
2017-08-22,1137.410034,1137.859985,1130.839966,1137.930054,1137.930054,0
2017-08-23,1132.239990,1133.229980,1127.589966,1131.160034,1131.160034,0
2017-08-24,1127.339966,1128.750000,1124.750000,1125.449951,1125.449951,0
2017-08-25,1128.089966,1131.089966,1120.689941,1127.280029,1127.280029,0
2017-08-28,1120.650024,1121.420044,1116.660034,1120.800049,1120.800049,0
2017-08-29,1125.579956,1128.540039,1121.319946,1118.010010,1118.010010,0
2017-08-30,1123.739990,1125.380005,1120.250000,1124.140015,1124.140015,0
2017-08-31,1124.239990,1128.280029,1121.780029,1123.329956,1123.329956,0
2017-09-01,1121.800049,1124.319946,1117.219971,1123.540039,1123.540039,0
2017-09-04,1118.930054,1133.829956,1118.920044,1118.949951,1118.949951,0
2017-09-05,1130.199951,1133.609985,1127.109985,1132.130005,1132.130005,0
2017-09-06,1131.739990,1137.099976,1129.810059,1131.650024,1131.650024,0
2017-09-07,1131.390015,1131.560059,1124.900024,1131.520020,1131.520020,0
2017-09-08,1126.239990,1134.119995,1123.550049,1127.030029,1127.030029,0
2017-09-11,1132.790039,1134.439941,1125.849976,1132.869995,1132.869995,0
2017-09-12,1129.089966,1130.910034,1125.829956,1129.430054,1129.430054,0
2017-09-13,1128.339966,1131.689941,1124.750000,1127.599976,1127.599976,0
2017-09-14,1132.140015,1136.260010,1129.959961,1130.130005,1130.130005,0
2017-09-15,1135.800049,1136.189941,1127.349976,1133.180054,1133.180054,0
2017-09-18,1133.089966,1133.089966,1124.869995,1133.300049,1133.300049,0
2017-09-19,1127.319946,1131.500000,1126.839966,1128.819946,1128.819946,0
2017-09-20,1129.380005,1131.260010,1124.560059,1130.359985,1130.359985,0
2017-09-21,1132.790039,1134.939941,1130.099976,1131.180054,1131.180054,0
2017-09-22,1131.829956,1139.609985,1129.160034,1130.349976,1130.349976,0
2017-09-25,1131.839966,1136.030029,1128.180054,1132.109985,1132.109985,0
2017-09-26,1133.880005,1139.630005,1133.819946,1133.819946,1133.819946,0
2017-09-27,1138.739990,1144.890015,1137.040039,1136.719971,1136.719971,0
2017-09-28,1143.989990,1150.569946,1141.199951,1145.280029,1145.280029,0
2017-09-29,1145.140015,1146.819946,1140.819946,1145.939941,1145.939941,0
2017-10-02,1144.609985,1148.030029,1143.310059,1144.660034,1144.660034,0
2017-10-03,1142.819946,1149.089966,1140.040039,1142.300049,1142.300049,0
2017-10-04,1142.109985,1142.760010,1137.109985,1141.969971,1141.969971,0
2017-10-05,1142.260010,1143.030029,1136.329956,1142.300049,1142.300049,0
2017-10-06,1141.959961,1145.949951,1138.599976,1141.979980,1141.979980,0
2017-10-09,1143.969971,1144.849976,1141.319946,1143.699951,1143.699951,0
2017-10-10,1141.839966,1142.589966,1130.489990,1142.819946,1142.819946,0
2017-10-11,1134.189941,1137.310059,1129.989990,1133.859985,1133.859985,0
2017-10-12,1130.790039,1136.359985,1129.449951,1131.489990,1131.489990,0
2017-10-13,1131.119995,1133.329956,1123.380005,1132.060059,1132.060059,0
2017-10-16,1125.329956,1129.880005,1124.859985,1126.300049,1126.300049,0
2017-10-17,1129.439941,1132.630005,1127.699951,1127.079956,1127.079956,0
2017-10-18,1129.949951,1133.390015,1128.209961,1129.939941,1129.939941,0
2017-10-19,1131.839966,1133.859985,1128.280029,1131.400024,1131.400024,0
2017-10-20,1127.800049,1133.500000,1127.729980,1127.890015,1127.890015,0
2017-10-23,1133.650024,1134.709961,1127.959961,1133.760010,1133.760010,0
2017-10-24,1129.800049,1130.540039,1125.949951,1129.020020,1129.020020,0
2017-10-25,1130.500000,1130.500000,1121.650024,1129.729980,1129.729980,0
2017-10-26,1124.000000,1126.530029,1120.969971,1126.469971,1126.469971,0
2017-10-27,1126.750000,1131.609985,1124.069946,1128.489990,1128.489990,0
2017-10-30,1125.119995,1125.910034,1122.300049,1125.459961,1125.459961,0
2017-10-31,1121.900024,1123.010010,1114.829956,1123.449951,1123.449951,0
2017-11-01,1117.000000,1118.750000,1108.410034,1117.729980,1117.729980,0
2017-11-02,1111.000000,1114.250000,1109.079956,1109.949951,1109.949951,0
2017-11-03,1112.189941,1117.719971,1110.079956,1111.709961,1111.709961,0
2017-11-06,1114.729980,1118.619995,1109.619995,1114.800049,1114.800049,0
2017-11-07,1112.640015,1115.189941,1108.849976,1113.750000,1113.750000,0
2017-11-08,1113.689941,1115.479980,1110.709961,1112.520020,1112.520020,0
2017-11-09,1112.469971,1119.000000,1111.599976,1113.109985,1113.109985,0
2017-11-10,1117.250000,1120.760010,1114.449951,1116.849976,1116.849976,0
2017-11-13,1118.300049,1121.869995,1117.599976,1118.310059,1118.310059,0
2017-11-14,1118.550049,1120.369995,1112.670044,1119.459961,1119.459961,0
2017-11-15,1115.849976,1116.369995,1100.880005,1115.770020,1115.770020,0
2017-11-16,null,null,null,null,null,null
2017-11-17,1096.689941,1100.030029,1091.500000,1096.390015,1096.390015,0
2017-11-20,1096.750000,1101.380005,1094.199951,1092.560059,1092.560059,0
2017-11-21,1095.650024,1099.520020,1086.520020,1096.000000,1096.000000,0
2017-11-22,1091.000000,1093.819946,1084.619995,1091.260010,1091.260010,0
2017-11-23,1085.339966,1090.489990,1082.170044,1085.310059,1085.310059,0
2017-11-24,1084.180054,1086.829956,1081.750000,1082.589966,1082.589966,0
2017-11-27,1084.800049,1090.969971,1084.560059,1084.949951,1084.949951,0
2017-11-28,1088.849976,1090.859985,1077.290039,1090.060059,1090.060059,0
2017-11-29,1083.170044,1084.790039,1073.329956,1083.449951,1083.449951,0
2017-11-30,1080.719971,1089.530029,1079.550049,1080.660034,1080.660034,0
2017-12-01,1087.199951,1088.660034,1080.819946,1087.229980,1087.229980,0
2017-12-04,1082.510010,1089.839966,1082.510010,1082.510010,1082.510010,0
2017-12-05,1085.489990,1088.430054,1080.599976,1085.229980,1085.229980,0
2017-12-06,1086.489990,1096.239990,1086.000000,1085.229980,1085.229980,0
2017-12-07,1094.589966,1095.930054,1089.849976,1092.569946,1092.569946,0
2017-12-08,1094.010010,1095.760010,1089.859985,1092.439941,1092.439941,0
2017-12-11,1091.839966,1093.609985,1084.839966,1091.819946,1091.819946,0
2017-12-12,1086.250000,1092.670044,1086.250000,1087.829956,1087.829956,0
2017-12-13,1093.329956,1093.829956,1086.640015,1091.260010,1091.260010,0
2017-12-14,1083.680054,1090.349976,1083.400024,1084.180054,1084.180054,0
2017-12-15,1087.780029,1090.959961,1085.390015,1087.819946,1087.819946,0
2017-12-18,1089.229980,1091.119995,1083.310059,1089.030029,1089.030029,0
2017-12-19,1085.030029,1088.430054,1081.170044,1085.380005,1085.380005,0
2017-12-20,1085.219971,1086.079956,1077.119995,1084.199951,1084.199951,0
2017-12-21,1080.099976,1082.829956,1077.000000,1079.959961,1079.959961,0
2017-12-22,1080.099976,1080.949951,1074.819946,1080.209961,1080.209961,0
2017-12-25,1077.189941,1079.540039,1075.680054,1077.109985,1077.109985,0
2017-12-26,1078.099976,1078.150024,1072.900024,1076.359985,1076.359985,0
2017-12-27,1075.650024,1076.189941,1071.609985,1075.040039,1075.040039,0
2017-12-28,1069.550049,1074.400024,1066.439941,1073.550049,1073.550049,0
2017-12-29,1069.540039,1069.920044,1062.560059,1069.489990,1069.489990,0
2018-01-01,1066.050049,1070.510010,1065.010010,1066.069946,1066.069946,0
2018-01-02,1065.349976,1067.530029,1058.650024,1065.219971,1065.219971,0
2018-01-03,1062.069946,1072.750000,1061.449951,1062.540039,1062.540039,0
2018-01-04,1065.050049,1068.219971,1060.160034,1063.939941,1063.939941,0
2018-01-05,1062.550049,1064.380005,1058.650024,1061.079956,1061.079956,0
2018-01-08,1060.449951,1069.609985,1057.800049,1060.500000,1060.500000,0
2018-01-09,1068.599976,1072.079956,1063.500000,1067.689941,1067.689941,0
2018-01-10,1072.150024,1072.420044,1064.819946,1071.739990,1071.739990,0
2018-01-11,1070.150024,1073.260010,1061.729980,1069.670044,1069.670044,0
2018-01-12,1065.650024,1066.199951,1059.719971,1065.140015,1065.140015,0
2018-01-15,1055.810059,1064.599976,1055.810059,1055.800049,1055.800049,0
2018-01-16,1062.699951,1067.119995,1060.859985,1061.819946,1061.819946,0
2018-01-17,1064.199951,1070.349976,1061.910034,1062.459961,1062.459961,0
2018-01-18,1068.800049,1071.760010,1065.579956,1066.560059,1066.560059,0
2018-01-19,1070.199951,1070.599976,1062.900024,1069.689941,1069.689941,0
2018-01-22,1066.079956,1072.239990,1065.579956,1066.359985,1066.359985,0
2018-01-23,1068.449951,1077.530029,1065.900024,1068.810059,1068.810059,0
2018-01-24,1072.800049,1072.800049,1060.810059,1072.760010,1072.760010,0
2018-01-25,1064.199951,1065.359985,1055.209961,1064.400024,1064.400024,0
2018-01-26,1065.650024,1066.520020,1058.000000,1064.890015,1064.890015,0
